S.No,Location Id,Address,Pin Code,District,ULB Categorisation,,
1219,1219,"Main sagarpur near sidharth imporiom, Delhi, Delhi NCR",110046,South West delhi,South Delhi Municipal Corporation,,
1220,1220,"e block mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1221,1221,"laaj wanti  garden, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1222,1222,"prem Nagar.tilak.Nagar.ke.pas, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1223,1223,"mcd standalone urinals. near mehrasons jewellers. subhash nagar., Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1224,1224,"D block janak puri, Delhi, Delhi NCR",110046,South West delhi,South Delhi Municipal Corporation,,
1225,1225,"b block bus stand mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1226,1226,"b block bus stand mangolpuri near golchakkar, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1227,1227,"b block mangolpuri near wine shop, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1228,1228,"ne'er mangol puri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1229,1229,"a block market laxmi dairy, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1230,1230,"anand vihar hari nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1231,1231,"a block mangolpuri near laxmi dairy, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1232,1232,"f2 block mangolpuri near wine shop, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1233,1233,"gurudwara, near dasmesh charitable hospital gali, Delhi, Delhi NCR",110039,North West delhi,North Delhi Municipal Corporation ,,
1234,1234,"f block mangolpuri near masjid, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1235,1235,"E block chok mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1236,1236,"anand  vihar  hari nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1237,1237,"D block janak puri, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1238,1238,"mcd standalone urinals. near parsahvnath paramount. subhash nagar., Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1239,1239,"a block school f block road, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1240,1240,"f block road mangolpuri  in front of a block, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1241,1241,"e  block road mangolpuri, Delhi, Delhi NCR",110028,South West delhi,South Delhi Municipal Corporation,,
1242,1242,"rohtak road, Delhi, Delhi NCR",110063,West Delhi,South Delhi Municipal Corporation,,
1243,1243,"arjan garh metro, Delhi, Delhi NCR",110047,South West delhi,South Delhi Municipal Corporation,,
1244,1244,"anand  vihar  hari nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1245,1245,"Near sarvodya kanya vidyalay D block janakpuri, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1246,1246,"Opp Tihar jail gate. no-3, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1247,1247,"laaj wanti  garden, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1248,1248,"laaj want igarden, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1249,1249,"hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1250,1250,"opp union bank bankner narela delhi 110040, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1251,1251,"near punjab dental clinic, khayala marg, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1252,1252,"D block janak puri, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1253,1253,"hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1254,1254,"hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1255,1255,"pratap nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1256,1256,"D block janak puri, Delhi, Delhi NCR",110046,South West delhi,South Delhi Municipal Corporation,,
1257,1257,"DDA park pritam pura west in clave, Delhi, Delhi NCR",110034,North West delhi,North Delhi Municipal Corporation ,,
1258,1258,"f block mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1259,1259,"f block mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1260,1260,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1261,1261,"subhas nagar metro station. subhash nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1262,1262,"mangolpuri main road near flyover, Delhi, Delhi NCR",110081,North West delhi,North Delhi Municipal Corporation ,,
1263,1263,"ne'er mangol puri, Delhi, Delhi NCR",110081,North West delhi,North Delhi Municipal Corporation ,,
1264,1264,"lajwanti chowk, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1265,1265,"subhash nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1266,1266,"g block mangolpuri near hamuman mandir, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1267,1267,"paschim vihar west (ARSS FELIX, Mall), Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1268,1268,"paschim vihar west near (jawala Hari market), Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1269,1269,"Subhash nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1270,1270,"mahipalpur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1271,1271,"subhash nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1272,1272,"bus body Khyalla, Delhi-SDMC, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1273,1273,"shahbad dairy b blok 388, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1274,1274,"g block red light hanuman mandir, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1275,1275,"paschim vihar west near ,delhi traffic police office, Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1276,1276,"mangolpuri g block near vasti vikas Kendra, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1277,1277,"Paschim vihar ,  jawala hari market, Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1278,1278,"shahbad dairy b blok opp akhada, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1279,1279,"Near flyover delhicant, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1280,1280,"paschim vihar west near red light, Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1281,1281,"shyam nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1282,1282,"shyam nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1283,1283,"paschim vihar east near (petrol pump), Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1284,1284,"F-block j.j colester mangol puri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1285,1285,"F-block j.j colester mangol puri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1286,1286,"rohtak road, Delhi, Delhi NCR",110063,West Delhi,South Delhi Municipal Corporation,,
1287,1287,"shahbad dairy a blok hanuman mandir, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1288,1288,"shahbad dairy a blok, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1289,1289,"kanjhawala link road marbal market mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1290,1290,"mangolpur kalan marwal market, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1291,1291,"mangolpur kalan marbal market red light, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1292,1292,"kanjhawala road marbal market, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1293,1293,"kanjhawala link road mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1294,1294,"kanjhawala road marbal market, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1295,1295,"New kanjawla road marble market mangol pr kalan, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1296,1296,"kanjhabala road marbal market, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1297,1297,"kanjhawala link road mangolpuri, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1298,1298,"ec pocket park. maya enclave near ec pocket market. hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1299,1299,"New khandelwala link road marble market mangol pur kalan, Delhi, Delhi NCR",110083,North West delhi,North Delhi Municipal Corporation ,,
1300,1300,"shya! nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1301,1301,"tilak nagar block 6, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1302,1302,"Dewan service station petrol pump. opp Pacific mall. subhash nagar., Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1303,1303,"opposite Tagore garden park, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1304,1304,"opposite Tagore garden park, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1305,1305,"near woodland park new khiyala rod c106, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1306,1306,"avantika mod rohini, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1307,1307,"tilak nagar block 5, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1308,1308,"Vishnu garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1309,1309,"aksa masjid opposite Tagore garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1310,1310,"INSIDE HP PETROL PUMP, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1311,1311,"near subhas nagar HP PETROL PUMP, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1312,1312,"mcd standalone urinal. near hp petrol pump. subhash nagar., Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1313,1313,"Vishnu garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1314,1314,"pacific mall. subhash nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1315,1315,"shahbad dairy a blok, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1316,1316,"shahbad dairy b blok hanuman mandir, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1317,1317,"opp tc 895 c106, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1318,1318,"near t c 895, Delhi-SDMC, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
1319,1319,"avantika market road rohini, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1320,1320,"shyam nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1321,1321,"Tagore garden park, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1322,1322,"Cremation Ground Tihar village, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1323,1323,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1324,1324,"village tihad.subhas nagar main road., Delhi, Delhi NCR",110081,North West delhi,North Delhi Municipal Corporation ,,
1325,1325,"subhash nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1326,1326,"opp axis bank rohini, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1327,1327,"shahbad dairy e blok maharaja pratap chok, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1328,1328,"pachim vihar East A5 market, Delhi, Delhi NCR",110063,West Delhi,South Delhi Municipal Corporation,,
1329,1329,"Jai durga mandir avantika sector-1 rohini, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1330,1330,"dda public toilet. f block market complex.opp bses office. hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1331,1331,"avantika bus stand 2nd, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1332,1332,"shahbad dairy e blok, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1333,1333,"captain amit service station petrol pump, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1334,1334,"mcd standalone urinal. ghanta ghar chowk. hari nagar., Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1335,1335,"shahbad dairy b blok, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1336,1336,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1337,1337,"pratap nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1338,1338,"shaheed anusuya dhyani petrol pump. ghanta ghar hari nagar., Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1339,1339,"near avantika bus stand rohini, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1340,1340,"paschim vihar east A5 DDM market, Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1341,1341,"hari nagar ghanta ghar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1342,1342,"hari nagar ghanta ghar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1343,1343,"opp mandrasi mandir c106, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1344,1344,"shahbad dairy Bass stop, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1345,1345,"guru gobind Singh govt. hospital ,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1346,1346,"hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1347,1347,"Near Jank market, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1348,1348,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1349,1349,"rohtak road, Delhi, Delhi NCR",110063,West Delhi,South Delhi Municipal Corporation,,
1350,1350,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1351,1351,"Delhi cantt cavalry road, Delhi, Delhi NCR",110010,South West delhi,South Delhi Municipal Corporation,,
1352,1352,"Jan suvidha parisar nagal ray, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1353,1353,"wz- 203 lakkad mandi, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1354,1354,"hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1355,1355,"mayapuri phase 2 sabji mandi, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1356,1356,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1357,1357,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1358,1358,"Junk market masjid, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1359,1359,"Radhika setiya near macchi market, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1360,1360,"subhash nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1361,1361,"hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1362,1362,"aya nagar main road, Delhi, Delhi NCR",110047,South West delhi,South Delhi Municipal Corporation,,
1363,1363,"shahbad dairy, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1364,1364,"Maya puri, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1365,1365,"shahbad dairy manish dhaba, Delhi, Delhi NCR",110042,North West delhi,South Delhi Municipal Corporation,,
1366,1366,"D-98 Mayapuri phase-II, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1367,1367,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1368,1368,"Mahaveer dharam kaanta, W block , Mayapuri, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1369,1369,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1370,1370,"rithala metro station gate no 2, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1371,1371,"Vishnu garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1372,1372,"subhash nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1373,1373,"hmp sadhe barah yards, raghubir nagar, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
1374,1374,"ghode wala mandir, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1375,1375,"tagore garden near govt girls school, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1376,1376,"mahipal pu4, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1377,1377,"Near delhicant ralway stetion, Delhi, Delhi NCR",110010,South West delhi,South Delhi Municipal Corporation,,
1378,1378,"Vishnu garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1379,1379,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1380,1380,"shahbad dairy c blok sunari chok, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1381,1381,"Delhi cantt railway station, Delhi, Delhi NCR",110010,South West delhi,South Delhi Municipal Corporation,,
1382,1382,"k block ,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1383,1383,"K - 1 in k block Raghubir nagar, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1384,1384,"E-233 Tagore garden extension, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1385,1385,"Indian oil petrol pump sec 4 rohini, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1386,1386,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1387,1387,"subhash nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1388,1388,"Delhi cant ralway station, Delhi, Delhi NCR",110010,South West delhi,South Delhi Municipal Corporation,,
1389,1389,"12.5 sqr yard Raghubir Nagar, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1390,1390,"mcd standalone urinal. rajouri market. subash nagar., Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1391,1391,"near k-38 block ,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1392,1392,"B3 sadhe barah gaj ,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1393,1393,"Delhi nagar nigam a blok  shahbad dairy, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1394,1394,"rohtak road, Delhi, Delhi NCR",110063,West Delhi,South Delhi Municipal Corporation,,
1395,1395,"rc palaza kirrari chock delhi, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
1396,1396,"K -3 Raghubir Nagar, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1397,1397,"mcd standalone urinal. opl deen dayal upadhya hospital. hari nagar., Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1398,1398,"WS 31 mayapuri phase II, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1399,1399,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1400,1400,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1401,1401,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1402,1402,"mandir rajouri garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1403,1403,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1404,1404,"GI 120 Khazan Basti, Mayapuri, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1405,1405,"mini market Tagore garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1406,1406,"subhash nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1407,1407,"tegore garden metro station, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1408,1408,"mcd standaline urinal. labour chowk. opp icici atm. subhash nagar., Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1409,1409,"shahbad dairy sec 26, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1410,1410,"MCD public standalone urinals. milap market. subhas nagar., Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1411,1411,"raghuvir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1412,1412,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1413,1413,"Tagore garden metro station, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1414,1414,"Paschim vihar east, near A4 DDA market, Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
1415,1415,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1416,1416,"phase 2 mayapuri, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1417,1417,"jhuggi rajaori garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1418,1418,"L blpck raghubir nagar, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1419,1419,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1420,1420,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1421,1421,"shopping complex Tagore garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1422,1422,"raghuvir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1423,1423,"m block ,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1424,1424,"near community centre,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1425,1425,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1426,1426,"L block ,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1427,1427,"choraha rajouri garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1428,1428,"mangla chowk narela delhi 110040, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1429,1429,"WS189 Mayapuri phase II, Delhi-SDMC, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1430,1430,"mayapuri phase 2, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1431,1431,"near bihari sabji mandi m block ,raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1432,1432,"near tpddl narela delhi 110040, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1433,1433,"raghuvir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1434,1434,"D-103 Tagore garden mini market, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1435,1435,"shahbad dairy, Delhi, Delhi NCR",110042,North West delhi,North Delhi Municipal Corporation ,,
1436,1436,"police station road narela, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1437,1437,"tatarapur Tagore garden, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1438,1438,"raghuvir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1439,1439,"beri wala bath hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1440,1440,"Swarg Ashram Road , Hari Nagar, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1441,1441,"near Dr vasdev raj sharma marg narela, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1442,1442,"subhash nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1443,1443,"opp saini sweets narela, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1444,1444,"raghuvir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1445,1445,"Delhi cantt, Delhi, Delhi NCR",110010,South West delhi,Delhi Cantonment,,
1446,1446,"mahipal pur, Delhi, Delhi NCR",110037,South West delhi,South Delhi Municipal Corporation,,
1447,1447,"rohtak road, Delhi, Delhi NCR",110063,West Delhi,South Delhi Municipal Corporation,,
1448,1448,"punjabi colony narela, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1449,1449,"C block raghubir nagar, Delhi-SDMC, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1450,1450,"shiv block , raghubir nagar, Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1451,1451,"Delhi cantt sadar  bazar, Delhi, Delhi NCR",110010,South West delhi,Delhi Cantonment,,
1452,1452,"narela delhi 110040, Delhi, Delhi NCR",110040,North West delhi,North Delhi Municipal Corporation ,,
1453,1453,"beri wala bhagh hari nagar, Delhi, Delhi NCR",110064,West Delhi,South Delhi Municipal Corporation,,
1454,1454,"mahipal pur, Delhi, Delhi NCR",110076,South Delhi,South Delhi Municipal Corporation,,
1455,1455,"rohtak road, Delhi, Delhi NCR",110063,West Delhi,South Delhi Municipal Corporation,,
1456,1456,"Gurudwara sri guru singh sabha. subhash nagar., Delhi, Delhi NCR",110027,West Delhi,South Delhi Municipal Corporation,,
1457,1457,"Paschim vihar east ,near metro (Regal cyber cafe), Delhi, Delhi NCR",110063,West Delhi,North Delhi Municipal Corporation ,,
