S.No,Location Id,Address,Pin Code,District,ULB Categorisation,,
2068,2068,"Shri shiv Shakti mandir, Sanjay Enclave, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2069,2069,"kanhaiya nagar metro station, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2070,2070,"Guru Dara near Sanjak Enclave, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2071,2071,"west Patel nager, Delhi, Delhi NCR",110008,Central Delhi,South Delhi Municipal Corporation,,
2072,2072,"Near dhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2073,2073,"west Patel nager  near MCD nursury, Delhi, Delhi NCR",110008,Central Delhi,South Delhi Municipal Corporation,,
2074,2074,"south Patel nager mkt, Delhi, Delhi NCR",110008,Central Delhi,South Delhi Municipal Corporation,,
2075,2075,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2076,2076,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2077,2077,"south Patel nager mkt, Delhi, Delhi NCR",110008,Central Delhi,North Delhi Municipal Corporation ,,
2078,2078,"DDA Market Ber sarai, Delhi-SDMC, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2079,2079,"south Patel nager, Delhi, Delhi NCR",110008,Central Delhi,South Delhi Municipal Corporation,,
2080,2080,"shalimarbagh temple, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2081,2081,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2082,2082,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2083,2083,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2084,2084,"nai basti anand parbat opp mukesh stor, Delhi, Delhi NCR",110005,Central Delhi,South Delhi Municipal Corporation,,
2085,2085,"near mother dairy south Patel nager, Delhi, Delhi NCR",110008,Central Delhi,South Delhi Municipal Corporation,,
2086,2086,"kesab burm, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2087,2087,"basrurkar market moti bagh _1, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2088,2088,"mehrauli bus stand, Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2089,2089,"begum zaidi market, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2090,2090,"basrurkar market moti bagh, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2091,2091,"R.K.Puram sec1  Market, Delhi-SDMC, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2092,2092,"begum zaidi market moti bagh, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2093,2093,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2094,2094,"jahanjirpuri, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2095,2095,"motion bagh _1 indraprastha gas limited, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2096,2096,"R.k puram Sec 3 market, Delhi-SDMC, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2097,2097,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2098,2098,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2099,2099,"in darlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2100,2100,"Delhi, Delhi, Delhi NCR",122051,Gurgaon,Municipal Corporation of Gurgaon,,
2101,2101,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2102,2102,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2103,2103,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2104,2104,"Qutub minar bus stand, Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2105,2105,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2106,2106,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2107,2107,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2108,2108,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2109,2109,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2110,2110,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2111,2111,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2112,2112,"infront of HDFC BANK, KATWARIA SARAI, Delhi, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2113,2113,"rk puram, Delhi, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2114,2114,"k.k. radiator works south Patel nagar, Delhi, Delhi NCR",110006,Central Delhi,South Delhi Municipal Corporation,,
2115,2115,"indarlok metro, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2116,2116,"ranjit nager girdhari lal jewelars, Delhi, Delhi NCR",110008,Central Delhi,South Delhi Municipal Corporation,,
2117,2117,"shalimarbagh east, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2118,2118,"At shiv mandir,rajpur khurd, Delhi, Delhi NCR",110085,North West delhi,North Delhi Municipal Corporation ,,
2119,2119,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2120,2120,"south Patel nager, Delhi, Delhi NCR",110006,Central Delhi,South Delhi Municipal Corporation,,
2121,2121,"Patel nager east, Delhi, Delhi NCR",110006,Central Delhi,South Delhi Municipal Corporation,,
2122,2122,"east Patel nager near girdhari lal  park, Delhi, Delhi NCR",110007,North Delhi,North Delhi Municipal Corporation ,,
2123,2123,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2124,2124,"indarlok metro gate 1 mall, Delhi, Delhi NCR",110006,Central Delhi,South Delhi Municipal Corporation,,
2125,2125,"shalimarbagh east, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2126,2126,"inderlok metro station, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2127,2127,"At primary school,rajpur khurd ext., Delhi, Delhi NCR",110074,South West delhi,South Delhi Municipal Corporation,,
2128,2128,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2129,2129,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2130,2130,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2131,2131,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2132,2132,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2133,2133,"potato mandi Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2134,2134,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2135,2135,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2136,2136,"delhi, Delhi, Delhi NCR",122051,Gurgaon,Municipal Corporation of Gurgaon,,
2137,2137,"R k puram, Delhi, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2138,2138,"shastri nagar near metro, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2139,2139,"shastri nagar near metro, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2140,2140,"panchayat ghar , katwaria, Delhi, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2141,2141,"indarlok, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2142,2142,"south Patel nager goal chakker, Delhi, Delhi NCR",110012,Central Delhi,South Delhi Municipal Corporation,,
2143,2143,"r.k puram Sec 3 bus stop, Delhi-SDMC, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2144,2144,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2145,2145,"fruit market Azadpur(5), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2146,2146,"R.k puram sec 3  venketeshwara marg, Delhi-SDMC, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2147,2147,"INDIAN INSTITUTE OF CHEMICAL ENGINEERING, QUTUB INSTITUTIONAL AREA, Delhi, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2148,2148,"fruit market Azadpur(3), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2149,2149,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2150,2150,"ashok vihsr, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2151,2151,"At rajpur khurd,dispensary, Delhi, Delhi NCR",110074,South West delhi,South Delhi Municipal Corporation,,
2152,2152,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2153,2153,"fruit market azadpur(4), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2154,2154,"bhalaswa, chock, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2155,2155,"shalimarbagh near read light, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2156,2156,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2157,2157,"fruit market azadpur(2), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2158,2158,"azadpur Gt karnal road near Indian oil, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2159,2159,"fruit market azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2160,2160,"R k puram, Delhi, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2161,2161,"shalimarbagh near temple, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2162,2162,"Indian oil Gt karnal road Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2163,2163,"r.k puram Sec 2 near mcd school, Delhi-SDMC, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2164,2164,"R k puram, Delhi, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2165,2165,"r.k puram Sec 3 market, Delhi-SDMC, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2166,2166,"bharat petroleum,lado sarai, Near TB Hospital, Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2167,2167,"SAHAJA YOGA TEMPLE, QUTUB INSTITUTIONAL AREA, Delhi, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2168,2168,"old fruit market Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2169,2169,"tomato mandi Azadpur(2), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2170,2170,"shastri nagar petrol lamp HP, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2171,2171,"Near dholakuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2172,2172,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2173,2173,"qutub minar parking area (near ticket counter), Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2174,2174,"tomato mandi Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2175,2175,"anand parbat opp transport company, Delhi, Delhi NCR",110005,Central Delhi,South Delhi Municipal Corporation,,
2176,2176,"j block Jahangirpuri, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2177,2177,"aggarwal sweet shalimarbagh, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2178,2178,"shalimarbagh near adarsh nagar, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2179,2179,"r.k puram Sec 2 market, Delhi-SDMC, Delhi NCR",110022,South West delhi,South Delhi Municipal Corporation,,
2180,2180,"kd market shalimarbagh, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2181,2181,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2182,2182,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2183,2183,"east Patel nagrt, Delhi, Delhi NCR",110006,Central Delhi,North Delhi Municipal Corporation ,,
2184,2184,"anand parbat opp visual godrej Transport Company, Delhi, Delhi NCR",110005,Central Delhi,South Delhi Municipal Corporation,,
2185,2185,"anand  parbat opp excellent components, Delhi, Delhi NCR",110005,Central Delhi,South Delhi Municipal Corporation,,
2186,2186,"satay neketan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2187,2187,"shastri nagar near temple, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2188,2188,"east Patel nager, Delhi, Delhi NCR",110006,Central Delhi,North Delhi Municipal Corporation ,,
2189,2189,"lado sarai petrol pump, Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2190,2190,"j block jahangirpuri, near sbi bank, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2191,2191,"shastri nagar near bus stand, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2192,2192,"sun service station petrol pump. jia sarai. hauz khas., Delhi, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2193,2193,"Near dhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2194,2194,"shastri nagar near kuda ghar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2195,2195,"shastri nagar near. temple bus stop, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2196,2196,"Near NDMC dhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2197,2197,"adhars nagar, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2198,2198,"M86 shastri nagar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2199,2199,"saraee adehs nagir, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2200,2200,"Near dhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2201,2201,"adrhs nagar park sarvs, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2202,2202,"shastri nagar icici atm, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2203,2203,"subhdra colony stand bus, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2204,2204,"anand  parbat opp guru nanak auto center, Delhi, Delhi NCR",110005,Central Delhi,South Delhi Municipal Corporation,,
2205,2205,"pupal thala men market, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2206,2206,"shalimarbagh village, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2207,2207,"lado sarai bus stand, Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2208,2208,"d.block new subzi Azadpur (3), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2209,2209,"d.block new subzi mandi Azadpur(3), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2210,2210,"sbi bank chok.infront of sbi bank, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2211,2211,"shalimar bagh near p.s, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2212,2212,"azadpur moael town, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2213,2213,"nbbc public toilets. near EIL Building. bhikaji cama place, Delhi, Delhi NCR",110066,South West delhi,South Delhi Municipal Corporation,,
2214,2214,"pupal thala men rode, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2215,2215,"d.block new subzi mandi Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2216,2216,"Near dhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2217,2217,"Bhikaji  kama place near  MTNL building ward no 167., Delhi-SDMC, Delhi NCR",110066,South West delhi,South Delhi Municipal Corporation,,
2218,2218,"pupal thala, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2219,2219,"near satya neketan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2220,2220,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2221,2221,"sarai pupal thala gt road, Delhi, Delhi NCR",110007,North Delhi,North Delhi Municipal Corporation ,,
2222,2222,"near satay neketan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2223,2223,"k block jahangirpuri  near dda  flats, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
2224,2224,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2225,2225,"k block police choki.near bharat gas agency, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2226,2226,"anand parbat Transport Company, Delhi, Delhi NCR",110005,Central Delhi,North Delhi Municipal Corporation ,,
2227,2227,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2228,2228,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2229,2229,"rajender place, Delhi, Delhi NCR",110060,Central Delhi,South Delhi Municipal Corporation,,
2230,2230,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2231,2231,"Neardhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2232,2232,"d.block new subzi mandi Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2233,2233,"k block jahangirpuri near gas agency, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2234,2234,"k blovk Jahangirpuri near police  choki, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2235,2235,"b block jahangirpuri, near k block school, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2236,2236,"Sarah bassti nearSKB school, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2237,2237,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2238,2238,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2239,2239,"Saharan motors petrol pump. bhikaji cama place., Delhi, Delhi NCR",110066,South West delhi,South Delhi Municipal Corporation,,
2240,2240,"adrhs nagar hotel sarves, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2241,2241,"airtel 4g rajender nagar, Delhi, Delhi NCR",110060,Central Delhi,South Delhi Municipal Corporation,,
2242,2242,"Rajendra place, Delhi, Delhi NCR",110005,Central Delhi,North Delhi Municipal Corporation ,,
2243,2243,"near satay neketan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2244,2244,"At shiv mandir,maidan grahi, Delhi, Delhi NCR",110018,West Delhi,South Delhi Municipal Corporation,,
2245,2245,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2246,2246,"b.block new subzi mandi Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2247,2247,"adrhes nagar bus stop, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2248,2248,"shastri N Sarai bassti sports H, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2249,2249,"adarsh nagar, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2250,2250,"Bhikaji kama place near Africa Avenue marg ward no 167., Delhi-SDMC, Delhi NCR",110043,South West delhi,South Delhi Municipal Corporation,,
2251,2251,"ashok Bihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2252,2252,"shastri nagar near s DDA fleat gate, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2253,2253,"ashok vihar  wazirpur gao, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2254,2254,"A block azadpur Mandi, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2255,2255,"c.block new subzi mandi Azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2256,2256,"shastri nagar near petrol lamp HP, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2257,2257,"shastri nagar mean road, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2258,2258,"shastri N Sarai basti, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2259,2259,"ashok vihar, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2260,2260,"bikaji cama place. new Delhi., Delhi, Delhi NCR",110066,South West delhi,South Delhi Municipal Corporation,,
2261,2261,"adhars nagar, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2262,2262,"dharam marg, Delhi, Delhi NCR",110058,West Delhi,South Delhi Municipal Corporation,,
2263,2263,"a 115 gao badola, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2264,2264,"shastri N Daya  basti, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2265,2265,"shastri nagar HP petrol pamp, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2266,2266,"Rose garden. opp IIT Delhi  hauz khas., Delhi, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2267,2267,"Near dhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2268,2268,"shastri nagar near E192 Indira park, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2269,2269,"shastri nagar near Indira park, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2270,2270,"adhars nagar, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2271,2271,"near satya niketan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2272,2272,"shastri nagar near E168, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2273,2273,"was skhya 120 near deary, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2274,2274,"adhars nagar mandi, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2275,2275,"shastri nagar near shiv vatika chock, Delhi, Delhi NCR",110052,North West delhi,North Delhi Municipal Corporation ,,
2276,2276,"k block jahangirpuri, behind iti, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2277,2277,"adrhes nager, Delhi, Delhi NCR",110009,North West delhi,North Delhi Municipal Corporation ,,
2278,2278,"adhars nagar, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2279,2279,"adhars nagar  use sohp, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2280,2280,"5 sense garden, Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2281,2281,"sat nagar school parking, Delhi, Delhi NCR",110005,Central Delhi,South Delhi Municipal Corporation,,
2282,2282,"5 sense garden,, Delhi, Delhi NCR",110030,South West delhi,South Delhi Municipal Corporation,,
2283,2283,"adrhes nagar panchati kaloni, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2284,2284,"azadpur Mandi(3), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2285,2285,"Anand Vihar opposite Sachin Dhaba, Delhi, Delhi NCR",110005,Central Delhi,East Municipal Corporation of Delhi ,,
2286,2286,"ajahad puri mandi, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2287,2287,"ajhad gao adhars nagar, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2288,2288,"shastri N Sarah bassti NR, Delhi, Delhi NCR",110035,North West delhi,North Delhi Municipal Corporation ,,
2289,2289,"satnagar school parking, Delhi, Delhi NCR",110015,West Delhi,South Delhi Municipal Corporation,,
2290,2290,"adrsh nagar, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2291,2291,"Azadpur Mandi(2), Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2292,2292,"c block subji mandi road jahangirpuri, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2293,2293,"c block jahangirpuri, subji mandi road.near shuv mandir, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2294,2294,"adhars nagar, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2295,2295,"sat nagar  opp lic jivan bima, Delhi, Delhi NCR",110005,Central Delhi,South Delhi Municipal Corporation,,
2296,2296,"Neardhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2297,2297,"Neardhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2298,2298,"azad pur markit, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2299,2299,"diplomatic enclave, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2300,2300,"near satay nikitan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2301,2301,"rajender nagar block 24, Delhi, Delhi NCR",110060,Central Delhi,South Delhi Municipal Corporation,,
2302,2302,"vihar bhawan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2303,2303,"adhars nagar petrol pamp, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2304,2304,"d 1800 Jahangirpuri, near iti, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2305,2305,"HP patrol pump new subzi mandi azadpur, Delhi, Delhi NCR",110088,North West delhi,North Delhi Municipal Corporation ,,
2306,2306,"panchwati adarhs nager, Delhi, Delhi NCR",110033,North West delhi,North Delhi Municipal Corporation ,,
2307,2307,"Hauz khas village complex. hauz khas., Delhi, Delhi NCR",110016,South West delhi,South Delhi Municipal Corporation,,
2308,2308,"Near dhola kuan, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2309,2309,"near goal chakar , Nehru park, Delhi, Delhi NCR",110021,South West delhi,South Delhi Municipal Corporation,,
2310,2310,"DDA Children Park , lado sarai, Delhi, Delhi NCR",110017,South Delhi,South Delhi Municipal Corporation,,
